OrderID	OrderDate	Order_ShippedDate	Order_Freight	Order_ShipCity	Order_ShipCountry	Order_UnitPrice	Order_Quantity	Order_Amount	ProductName	Employee_LastName	Employee_FirstName	Employee_Title	CompanyName	Customer_ContactName	Customer_City	Customer_Country	Customer_Phone
14	2016-07-19 00:00:00.000	2016-07-30 00:00:00.000	3.05	Rio de Janeiro	Brazil	8	20	160	Sir Rodney's Scones	Peacock	Margaret	Sales Representative	Que Delícia	Bernardo Batista	Rio de Janeiro	Brazil	(21) 555-4252
14	2016-07-19 00:00:00.000	2016-07-30 00:00:00.000	3.05	Rio de Janeiro	Brazil	14.4	20	288	Steeleye Stout	Peacock	Margaret	Sales Representative	Que Delícia	Bernardo Batista	Rio de Janeiro	Brazil	(21) 555-4252
15	2016-07-22 00:00:00.000	2016-07-25 00:00:00.000	48.29	Albuquerque	USA	17	12	204	Chef Anton's Gumbo Mix	Callahan	Laura	Inside Sales Coordinator	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
15	2016-07-22 00:00:00.000	2016-07-25 00:00:00.000	48.29	Albuquerque	USA	24	15	360	Uncle Bob's Organic Dried Pears	Callahan	Laura	Inside Sales Coordinator	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
15	2016-07-22 00:00:00.000	2016-07-25 00:00:00.000	48.29	Albuquerque	USA	30.4	2	60.8	Gnocchi di nonna Alice	Callahan	Laura	Inside Sales Coordinator	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
16	2016-07-23 00:00:00.000	2016-07-31 00:00:00.000	146.06	Graz	Austria	13.9	60	834	Pavlova	Dodsworth	Anne	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
16	2016-07-23 00:00:00.000	2016-07-31 00:00:00.000	146.06	Graz	Austria	3.6	28	100.8	Guaraná Fantástica	Dodsworth	Anne	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
16	2016-07-23 00:00:00.000	2016-07-31 00:00:00.000	146.06	Graz	Austria	20.7	60	1242	Nord-Ost Matjeshering	Dodsworth	Anne	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
16	2016-07-23 00:00:00.000	2016-07-31 00:00:00.000	146.06	Graz	Austria	8	36	288	Longlife Tofu	Dodsworth	Anne	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
17	2016-07-24 00:00:00.000	2016-08-23 00:00:00.000	3.67	Bräcke	Sweden	15.2	35	532	Chang	Suyama	Michael	Sales Representative	Folk och fä HB	Maria Larsson	Bräcke	Sweden	0695-34 67 21
17	2016-07-24 00:00:00.000	2016-08-23 00:00:00.000	3.67	Bräcke	Sweden	7.7	25	192.5	Jack's New England Clam Chowder	Suyama	Michael	Sales Representative	Folk och fä HB	Maria Larsson	Bräcke	Sweden	0695-34 67 21
18	2016-07-25 00:00:00.000	2016-08-12 00:00:00.000	55.28	Strasbourg	France	31.2	30	936	Alice Mutton	Fuller	Andrew	Vice President, Sales	Blondel père et fils	Frédérique Citeaux	Strasbourg	France	88.60.15.31
18	2016-07-25 00:00:00.000	2016-08-12 00:00:00.000	55.28	Strasbourg	France	12	20	240	Outback Lager	Fuller	Andrew	Vice President, Sales	Blondel père et fils	Frédérique Citeaux	Strasbourg	France	88.60.15.31
19	2016-07-26 00:00:00.000	2016-07-31 00:00:00.000	25.73	Oulu	Finland	30.4	12	364.8	Queso Manchego La Pastora	Leverling	Janet	Sales Representative	Wartian Herkku	Pirkko Koskitalo	Oulu	Finland	981-443655
20	2016-07-29 00:00:00.000	2016-08-06 00:00:00.000	208.58	München	Germany	14.7	50	735	Boston Crab Meat	Peacock	Margaret	Sales Representative	Frankenversand	Peter Franken	München	Germany	089-0877310
20	2016-07-29 00:00:00.000	2016-08-06 00:00:00.000	208.58	München	Germany	44	70	3080	Raclette Courdavault	Peacock	Margaret	Sales Representative	Frankenversand	Peter Franken	München	Germany	089-0877310
20	2016-07-29 00:00:00.000	2016-08-06 00:00:00.000	208.58	München	Germany	14.4	15	216	Lakkalikööri	Peacock	Margaret	Sales Representative	Frankenversand	Peter Franken	München	Germany	089-0877310
21	2016-07-30 00:00:00.000	2016-08-02 00:00:00.000	66.29	Caracas	Venezuela	99	10	990	Thüringer Rostbratwurst	Callahan	Laura	Inside Sales Coordinator	GROSELLA-Restaurante	Manuel Pereira	Caracas	Venezuela	(2) 283-2951
21	2016-07-30 00:00:00.000	2016-08-02 00:00:00.000	66.29	Caracas	Venezuela	27.8	4	111.2	Mozzarella di Giovanni	Callahan	Laura	Inside Sales Coordinator	GROSELLA-Restaurante	Manuel Pereira	Caracas	Venezuela	(2) 283-2951
22	2016-07-31 00:00:00.000	2016-08-09 00:00:00.000	4.56	Seattle	USA	2	60	120	Geitost	Buchanan	Steven	Sales Manager	White Clover Markets	Karl Jablonski	Seattle	USA	(206) 555-4112
22	2016-07-31 00:00:00.000	2016-08-09 00:00:00.000	4.56	Seattle	USA	27.8	20	556	Mozzarella di Giovanni	Buchanan	Steven	Sales Manager	White Clover Markets	Karl Jablonski	Seattle	USA	(206) 555-4112
23	2016-08-01 00:00:00.000	2016-08-02 00:00:00.000	136.54	Oulu	Finland	15.2	30	456	Inlagd Sill	Davolio	Nancy	Sales Representative	Wartian Herkku	Pirkko Koskitalo	Oulu	Finland	981-443655
23	2016-08-01 00:00:00.000	2016-08-02 00:00:00.000	136.54	Oulu	Finland	36.8	25	920	Ipoh Coffee	Davolio	Nancy	Sales Representative	Wartian Herkku	Pirkko Koskitalo	Oulu	Finland	981-443655
24	2016-08-01 00:00:00.000	2016-08-30 00:00:00.000	4.54	Lander	USA	2	24	48	Geitost	Suyama	Michael	Sales Representative	Split Rail Beer & Ale	Art Braunschweiger	Lander	USA	(307) 555-4680
25	2016-08-02 00:00:00.000	2016-08-06 00:00:00.000	98.03	Albuquerque	USA	64.8	6	388.8	Sir Rodney's Marmalade	Suyama	Michael	Sales Representative	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
25	2016-08-02 00:00:00.000	2016-08-06 00:00:00.000	98.03	Albuquerque	USA	10	40	400	Gorgonzola Telino	Suyama	Michael	Sales Representative	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
25	2016-08-02 00:00:00.000	2016-08-06 00:00:00.000	98.03	Albuquerque	USA	27.8	24	667.2	Mozzarella di Giovanni	Suyama	Michael	Sales Representative	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
26	2016-08-05 00:00:00.000	2016-08-12 00:00:00.000	76.07	Cunewalde	Germany	24.8	24	595.2	Ikura	Leverling	Janet	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
26	2016-08-05 00:00:00.000	2016-08-12 00:00:00.000	76.07	Cunewalde	Germany	10	15	150	Gorgonzola Telino	Leverling	Janet	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
26	2016-08-05 00:00:00.000	2016-08-12 00:00:00.000	76.07	Cunewalde	Germany	2	20	40	Geitost	Leverling	Janet	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
26	2016-08-05 00:00:00.000	2016-08-12 00:00:00.000	76.07	Cunewalde	Germany	14.7	60	882	Boston Crab Meat	Leverling	Janet	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
26	2016-08-05 00:00:00.000	2016-08-12 00:00:00.000	76.07	Cunewalde	Germany	14.4	33	475.2	Lakkalikööri	Leverling	Janet	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
27	2016-08-06 00:00:00.000	2016-08-16 00:00:00.000	6.01	Reims	France	17.2	20	344	Fløtemysost	Suyama	Michael	Sales Representative	Vins et alcools Chevalier	Paul Henriot	Reims	France	26.47.15.10
27	2016-08-06 00:00:00.000	2016-08-16 00:00:00.000	6.01	Reims	France	27.8	7	194.6	Mozzarella di Giovanni	Suyama	Michael	Sales Representative	Vins et alcools Chevalier	Paul Henriot	Reims	France	26.47.15.10
28	2016-08-07 00:00:00.000	2016-08-09 00:00:00.000	26.93	Bergamo	Italy	3.6	12	43.2	Guaraná Fantástica	Davolio	Nancy	Sales Representative	Magazzini Alimentari Riuniti	Giovanni Rovelli	Bergamo	Italy	035-640230
28	2016-08-07 00:00:00.000	2016-08-09 00:00:00.000	26.93	Bergamo	Italy	44	6	264	Raclette Courdavault	Davolio	Nancy	Sales Representative	Magazzini Alimentari Riuniti	Giovanni Rovelli	Bergamo	Italy	035-640230
29	2016-08-08 00:00:00.000	2016-08-14 00:00:00.000	13.84	México D.F.	Mexico	24.8	15	372	Ikura	Callahan	Laura	Inside Sales Coordinator	Tortuga Restaurante	Miguel Angel Paolino	México D.F.	Mexico	(5) 555-2933
29	2016-08-08 00:00:00.000	2016-08-14 00:00:00.000	13.84	México D.F.	Mexico	4.8	10	48	Konbu	Callahan	Laura	Inside Sales Coordinator	Tortuga Restaurante	Miguel Angel Paolino	México D.F.	Mexico	(5) 555-2933
30	2016-08-09 00:00:00.000	2016-08-13 00:00:00.000	125.77	Leipzig	Germany	36.4	20	728	Rössle Sauerkraut	Fuller	Andrew	Vice President, Sales	Morgenstern Gesundkost	Alexander Feuer	Leipzig	Germany	0342-023176
30	2016-08-09 00:00:00.000	2016-08-13 00:00:00.000	125.77	Leipzig	Germany	39.4	12	472.8	Tarte au sucre	Fuller	Andrew	Vice President, Sales	Morgenstern Gesundkost	Alexander Feuer	Leipzig	Germany	0342-023176
31	2016-08-12 00:00:00.000	2016-08-16 00:00:00.000	92.69	Luleå	Sweden	15.5	16	248	Gula Malacca	Callahan	Laura	Inside Sales Coordinator	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
31	2016-08-12 00:00:00.000	2016-08-16 00:00:00.000	92.69	Luleå	Sweden	44	15	660	Raclette Courdavault	Callahan	Laura	Inside Sales Coordinator	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
31	2016-08-12 00:00:00.000	2016-08-16 00:00:00.000	92.69	Luleå	Sweden	35.1	8	280.8	Vegie-spread	Callahan	Laura	Inside Sales Coordinator	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
31	2016-08-12 00:00:00.000	2016-08-16 00:00:00.000	92.69	Luleå	Sweden	12	25	300	Röd Kaviar	Callahan	Laura	Inside Sales Coordinator	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
32	2016-08-13 00:00:00.000	2016-08-16 00:00:00.000	25.83	Frankfurt a.M. 	Germany	31.2	15	468	Alice Mutton	Callahan	Laura	Inside Sales Coordinator	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
33	2016-08-14 00:00:00.000	2016-09-12 00:00:00.000	8.98	Luleå	Sweden	3.6	12	43.2	Guaraná Fantástica	Fuller	Andrew	Vice President, Sales	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
33	2016-08-14 00:00:00.000	2016-09-12 00:00:00.000	8.98	Luleå	Sweden	19.2	20	384	Pâté chinois	Fuller	Andrew	Vice President, Sales	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
33	2016-08-14 00:00:00.000	2016-09-12 00:00:00.000	8.98	Luleå	Sweden	6.2	30	186	Rhönbräu Klosterbier	Fuller	Andrew	Vice President, Sales	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
34	2016-08-14 00:00:00.000	2016-08-21 00:00:00.000	2.94	Madrid	Spain	7.3	1	7.3	Teatime Chocolate Biscuits	Peacock	Margaret	Sales Representative	Romero y tomillo	Alejandra Camino	Madrid	Spain	(91) 745 6200
34	2016-08-14 00:00:00.000	2016-08-21 00:00:00.000	2.94	Madrid	Spain	3.6	6	21.6	Guaraná Fantástica	Peacock	Margaret	Sales Representative	Romero y tomillo	Alejandra Camino	Madrid	Spain	(91) 745 6200
34	2016-08-14 00:00:00.000	2016-08-21 00:00:00.000	2.94	Madrid	Spain	14.4	4	57.6	Steeleye Stout	Peacock	Margaret	Sales Representative	Romero y tomillo	Alejandra Camino	Madrid	Spain	(91) 745 6200
35	2016-08-15 00:00:00.000	2016-08-21 00:00:00.000	12.69	Madrid	Spain	20.7	6	124.2	Nord-Ost Matjeshering	Peacock	Margaret	Sales Representative	Romero y tomillo	Alejandra Camino	Madrid	Spain	(91) 745 6200
35	2016-08-15 00:00:00.000	2016-08-21 00:00:00.000	12.69	Madrid	Spain	15.6	2	31.2	Ravioli Angelo	Peacock	Margaret	Sales Representative	Romero y tomillo	Alejandra Camino	Madrid	Spain	(91) 745 6200
36	2016-08-16 00:00:00.000	2016-08-23 00:00:00.000	84.81	Barquisimeto	Venezuela	12.4	20	248	Genen Shouyu	Leverling	Janet	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
36	2016-08-16 00:00:00.000	2016-08-23 00:00:00.000	84.81	Barquisimeto	Venezuela	7.3	18	131.4	Teatime Chocolate Biscuits	Leverling	Janet	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
36	2016-08-16 00:00:00.000	2016-08-23 00:00:00.000	84.81	Barquisimeto	Venezuela	27.2	35	952	Camembert Pierrot	Leverling	Janet	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
36	2016-08-16 00:00:00.000	2016-08-23 00:00:00.000	84.81	Barquisimeto	Venezuela	27.8	3	83.4	Mozzarella di Giovanni	Leverling	Janet	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
37	2016-08-19 00:00:00.000	2016-08-27 00:00:00.000	76.56	Frankfurt a.M. 	Germany	35.1	15	526.5	Schoggi Schokolade	Peacock	Margaret	Sales Representative	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
37	2016-08-19 00:00:00.000	2016-08-27 00:00:00.000	76.56	Frankfurt a.M. 	Germany	15.5	21	325.5	Gula Malacca	Peacock	Margaret	Sales Representative	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
37	2016-08-19 00:00:00.000	2016-08-27 00:00:00.000	76.56	Frankfurt a.M. 	Germany	27.2	20	544	Camembert Pierrot	Peacock	Margaret	Sales Representative	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
37	2016-08-19 00:00:00.000	2016-08-27 00:00:00.000	76.56	Frankfurt a.M. 	Germany	11.2	5	56	Laughing Lumberjack Lager	Peacock	Margaret	Sales Representative	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
38	2016-08-20 00:00:00.000	2016-08-26 00:00:00.000	76.83	Cunewalde	Germany	14.4	45	648	Chai	Davolio	Nancy	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
38	2016-08-20 00:00:00.000	2016-08-26 00:00:00.000	76.83	Cunewalde	Germany	14.7	40	588	Boston Crab Meat	Davolio	Nancy	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
38	2016-08-20 00:00:00.000	2016-08-26 00:00:00.000	76.83	Cunewalde	Germany	26.2	36	943.2	Perth Pasties	Davolio	Nancy	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
39	2016-08-21 00:00:00.000	2016-08-30 00:00:00.000	229.24	Cunewalde	Germany	14.4	100	1440	Steeleye Stout	Callahan	Laura	Inside Sales Coordinator	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
39	2016-08-21 00:00:00.000	2016-08-30 00:00:00.000	229.24	Cunewalde	Germany	39.4	40	1576	Tarte au sucre	Callahan	Laura	Inside Sales Coordinator	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
40	2016-08-22 00:00:00.000	2016-08-28 00:00:00.000	12.76	Rio de Janeiro	Brazil	13.9	40	556	Pavlova	Callahan	Laura	Inside Sales Coordinator	Ricardo Adocicados	Janete Limeira	Rio de Janeiro	Brazil	(21) 555-3412
40	2016-08-22 00:00:00.000	2016-08-28 00:00:00.000	12.76	Rio de Janeiro	Brazil	11.2	20	224	Sasquatch Ale	Callahan	Laura	Inside Sales Coordinator	Ricardo Adocicados	Janete Limeira	Rio de Janeiro	Brazil	(21) 555-3412
40	2016-08-22 00:00:00.000	2016-08-28 00:00:00.000	12.76	Rio de Janeiro	Brazil	9.6	15	144	Spegesild	Callahan	Laura	Inside Sales Coordinator	Ricardo Adocicados	Janete Limeira	Rio de Janeiro	Brazil	(21) 555-3412
41	2016-08-23 00:00:00.000	2016-09-03 00:00:00.000	7.45	Reggio Emilia	Italy	5.9	10	59	Tourtière	Peacock	Margaret	Sales Representative	Reggiani Caseifici	Maurizio Moroni	Reggio Emilia	Italy	0522-556721
41	2016-08-23 00:00:00.000	2016-09-03 00:00:00.000	7.45	Reggio Emilia	Italy	10	3	30	Scottish Longbreads	Peacock	Margaret	Sales Representative	Reggiani Caseifici	Maurizio Moroni	Reggio Emilia	Italy	0522-556721
42	2016-08-26 00:00:00.000	2016-08-28 00:00:00.000	22.77	London	UK	8	30	240	Aniseed Syrup	King	Robert	Sales Representative	B's Beverages	Victoria Ashworth	London	UK	(171) 555-1212
42	2016-08-26 00:00:00.000	2016-08-28 00:00:00.000	22.77	London	UK	26.6	9	239.4	Wimmers gute Semmelknödel	King	Robert	Sales Representative	B's Beverages	Victoria Ashworth	London	UK	(171) 555-1212
43	2016-08-27 00:00:00.000	2016-09-03 00:00:00.000	79.7	São Paulo	Brazil	17	20	340	Chef Anton's Gumbo Mix	Callahan	Laura	Inside Sales Coordinator	Comércio Mineiro	Pedro Afonso	São Paulo	Brazil	(11) 555-7647
43	2016-08-27 00:00:00.000	2016-09-03 00:00:00.000	79.7	São Paulo	Brazil	99	15	1485	Thüringer Rostbratwurst	Callahan	Laura	Inside Sales Coordinator	Comércio Mineiro	Pedro Afonso	São Paulo	Brazil	(11) 555-7647
43	2016-08-27 00:00:00.000	2016-09-03 00:00:00.000	79.7	São Paulo	Brazil	16	15	240	Maxilaku	Callahan	Laura	Inside Sales Coordinator	Comércio Mineiro	Pedro Afonso	São Paulo	Brazil	(11) 555-7647
